customerID,revenue,nps,retargeting,gender
4158,626,2,1,0
5266,2435,6,1,0
4419,1477,4,1,0
5990,1597,7,1,0
5910,2315,5,1,0
4960,2808,10,1,0
4805,539,3,1,0
4786,2177,8,1,0
5700,2566,6,1,0
4027,2179,2,1,0
5086,2040,4,1,0
5938,3265,4,1,0
5897,2055,10,1,0
5105,1741,3,1,0
5662,309,7,1,0
4869,1144,8,1,0
6139,1952,7,1,0
5865,2543,4,1,0
4720,748,6,1,0
4261,2386,4,1,0
5002,4206,8,1,0
5091,2608,8,1,0
4033,3216,9,1,0
4915,2922,4,1,0
4317,1969,5,1,0
4016,3407,8,1,0
5847,3012,10,1,0
4590,1085,5,1,0
5145,3404,8,1,0
5371,2748,3,1,0
5895,1786,5,1,0
4323,1712,10,1,0
5935,1966,10,1,0
5821,2152,9,1,0
5163,2501,9,1,0
4044,4099,8,1,0
5681,2651,8,1,0
4559,2798,2,1,0
4836,2572,4,1,0
5846,2348,9,1,0
5508,2015,5,1,0
5592,1831,2,1,0
4875,2931,6,1,0
6023,2859,4,1,0
6041,1349,10,1,0
6073,2862,10,1,0
5550,961,10,1,0
5000,2238,8,1,0
5664,893,4,1,0
4418,3846,8,1,0
4649,1541,10,1,0
4073,2200,5,1,0
5151,2492,3,1,0
5038,2493,2,1,0
5872,953,2,1,0
4046,2897,7,1,0
5164,1109,2,1,0
5415,3011,10,1,0
5027,1270,2,1,0
4173,606,5,1,0
4140,2459,3,1,0
5438,1419,2,1,0
5322,1759,5,1,0
6090,1666,5,1,0
5488,1759,9,1,0
4574,1252,8,1,0
5769,1847,10,1,0
4383,1945,8,1,0
5211,1964,2,1,0
6019,1700,6,1,0
4476,1954,2,1,0
5588,1916,8,1,0
4420,1713,10,1,0
5622,1390,8,1,0
5166,2014,5,1,0
4450,2101,7,1,0
4933,2539,10,1,0
5342,2408,5,1,0
5252,1396,7,1,0
6130,3155,7,1,0
5875,2034,5,1,0
5863,1296,4,1,0
4034,2731,10,1,0
4493,559,8,1,0
4769,1814,2,1,0
5343,539,8,1,0
5420,915,10,1,0
4534,3038,10,1,0
4883,2258,8,1,0
5120,2779,3,1,0
4329,1445,4,1,0
4521,2130,4,1,0
4743,2340,3,1,0
5603,1370,10,1,0
4513,1815,5,1,0
4495,1447,4,1,0
4754,2709,10,1,0
5671,1202,10,1,0
4675,2351,2,1,0
5052,1202,4,1,0
4903,2496,7,1,0
4503,2293,6,1,0
5108,2092,4,1,0
5619,2644,5,1,0
5501,2128,7,1,0
6125,2635,4,1,0
4032,2352,7,1,0
6136,1481,8,1,0
4868,919,9,1,0
4306,3006,8,1,0
5573,610,8,1,0
5714,1873,2,1,0
5406,2745,8,1,0
5489,1362,6,1,0
4525,2366,10,1,0
4168,3808,9,1,0
4711,3508,4,1,0
5351,2124,7,1,0
5832,1509,2,1,0
4182,2129,7,1,0
4461,3540,3,1,0
5646,1779,5,1,0
4025,1065,5,1,0
5340,1350,5,1,0
4223,2422,8,1,0
5845,3168,10,1,0
6088,1919,6,1,0
5285,2006,10,1,0
6164,1779,10,1,0
4382,1018,3,1,0
5116,908,9,1,0
4427,3022,9,1,0
5223,1944,9,1,0
5232,945,9,1,0
5297,2429,10,1,0
6107,2516,9,1,0
4620,2770,2,1,0
4761,1680,5,1,0
5813,2518,6,1,0
4448,2250,10,1,0
5926,2168,3,1,0
4318,1412,7,1,0
5167,2445,10,1,0
4799,3444,10,1,0
5061,632,4,1,0
5243,2134,7,1,0
5943,2235,5,1,0
4389,1979,8,1,0
5469,2333,9,1,0
5694,1922,10,1,0
4549,1785,5,1,0
5942,1761,9,1,0
4188,1839,8,1,0
5231,2604,3,1,0
4265,1762,7,1,0
6020,1323,3,1,0
5218,2423,4,1,0
5449,2364,8,1,0
4103,2013,5,1,0
4894,1832,10,1,0
5042,1273,6,1,0
4685,2495,2,1,0
4617,1913,9,1,0
5417,1501,3,1,0
5303,2122,4,1,0
4202,3413,2,1,0
5169,1449,10,1,0
4700,3307,10,1,0
5995,2762,4,1,0
5621,1976,10,1,0
5808,1058,10,1,0
5140,1672,6,1,0
5412,1914,9,1,0
5699,1032,6,1,0
5914,1363,10,1,0
4407,2689,10,1,0
5951,3440,10,1,0
5066,2560,10,1,0
4785,2215,8,1,0
6000,3439,9,1,0
4536,1340,8,1,0
5280,2813,5,1,0
4431,1695,6,1,0
5661,1659,4,1,0
4527,2459,7,1,0
5192,2517,5,1,0
4006,1021,5,1,0
5216,2403,2,1,0
4126,885,10,1,0
4935,3387,8,1,0
4827,2422,10,1,0
4437,1925,8,1,0
5184,1426,2,1,0
6118,852,6,1,0
5972,1738,9,1,0
4405,2355,10,1,0
5155,3456,6,1,0
5928,3167,3,1,0
5735,994,10,1,0
4432,2441,7,1,0
5067,1258,10,1,0
4149,1467,4,1,0
5102,1159,7,1,0
4730,1510,8,1,0
5078,1791,10,1,0
4931,2991,6,1,0
5070,3260,10,1,0
6190,2555,10,1,0
5763,1153,5,1,0
4067,2243,6,1,0
4403,3387,2,1,0
4035,2008,10,1,0
4873,3385,8,1,0
5761,1299,6,1,0
4433,1325,6,1,0
4584,1225,2,1,0
5233,3312,9,1,0
4385,1321,10,1,0
5798,1899,4,1,0
4274,1621,6,1,0
4255,1277,4,1,0
4803,3116,8,1,0
6057,980,3,1,0
5641,2579,3,1,0
4756,3274,5,1,0
5984,2745,9,1,0
4022,1348,10,1,0
4697,2750,7,1,0
5851,2155,10,1,0
4122,2195,7,1,0
5494,2362,6,1,0
4921,1674,5,1,0
5316,2604,2,1,0
4040,1925,10,1,0
4272,2316,8,1,0
4946,2705,10,1,0
5121,2403,6,1,0
5686,1871,10,1,0
5331,2135,10,1,0
4866,3055,2,1,0
5625,1485,5,1,0
5853,2174,10,1,0
4594,2412,9,1,0
5008,2215,9,1,0
6094,2297,9,1,0
4148,1717,3,1,0
5112,1441,4,1,0
5801,1604,2,1,0
6025,1478,3,1,0
5746,537,6,1,0
4802,3904,6,1,0
4905,3144,5,1,0
6093,308,4,1,0
5026,1548,10,1,0
5194,2011,10,1,0
4190,1852,2,1,0
5301,2335,10,1,0
5782,2469,10,1,0
5278,708,10,1,1
5349,777,4,1,1
5419,2603,7,1,1
5483,3436,8,1,1
5134,1942,8,1,1
5410,3287,7,1,1
6097,1239,5,1,1
4429,2232,7,1,1
4922,1093,8,1,1
4570,1947,9,1,1
5056,1001,10,1,1
6126,2388,10,1,1
4691,2662,10,1,1
5706,2378,4,1,1
6204,746,10,1,1
5545,1480,7,1,1
6086,818,7,1,1
4500,2120,5,1,1
5161,2222,5,1,1
4492,2301,4,1,1
5195,2842,2,1,1
4770,1974,9,1,1
5764,2474,6,1,1
4312,1799,6,1,1
5738,1876,7,1,1
4796,1817,9,1,1
4702,1408,2,1,1
4602,2058,7,1,1
5404,190,2,1,1
4924,557,3,1,1
5204,1366,6,1,1
5389,3535,10,1,1
4790,3120,10,1,1
4110,1680,9,1,1
5272,4462,2,1,1
5237,3210,9,1,1
5915,4225,6,1,1
5441,2430,8,1,1
5368,1746,6,1,1
4618,2381,3,1,1
6165,2585,6,1,1
5021,2259,2,1,1
4563,2217,2,1,1
4630,2610,2,1,1
5672,2043,3,1,1
4086,3749,10,1,1
5006,2996,7,1,1
4269,2572,7,1,1
5077,1898,6,1,1
4302,2035,6,1,1
6034,1544,3,1,1
4595,2505,6,1,1
5837,3144,10,1,1
4332,3935,6,1,1
4496,2565,4,1,1
4698,2911,2,1,1
5455,1411,7,1,1
4199,3090,2,1,1
4063,3599,10,1,1
5781,1402,3,1,1
6050,3086,3,1,1
5772,1750,2,1,1
4627,2858,9,1,1
4612,2690,2,1,1
5040,2026,6,1,1
4443,2911,8,1,1
5146,4069,9,1,1
4890,1576,2,1,1
5462,2821,8,1,1
5787,2386,2,1,1
5693,1373,10,1,1
4045,1952,3,1,1
5903,3472,9,1,1
4280,2171,9,1,1
4098,2135,4,1,1
4236,2454,4,1,1
4111,1650,8,1,1
4303,3058,2,1,1
4936,2346,5,1,1
4633,2668,5,1,1
4701,1908,7,1,1
4533,1223,6,1,1
4715,2604,10,1,1
5359,1322,9,1,1
4425,2307,8,1,1
6115,1987,6,1,1
5989,2728,5,1,1
5370,3304,3,1,1
4212,2955,5,1,1
4412,2218,5,1,1
4616,1546,5,1,1
5705,1102,6,1,1
4319,1206,6,1,1
4822,2222,9,1,1
4780,2192,5,1,1
5888,2702,5,1,1
4852,1816,9,1,1
4239,2431,4,1,1
5229,1183,2,1,1
4138,2968,10,1,1
4411,1345,2,1,1
5747,3658,5,1,1
5177,928,4,1,1
5084,1948,7,1,1
5062,1973,10,1,1
4945,1702,2,1,1
5203,1120,5,1,1
5228,1317,10,1,1
5376,1318,5,1,1
6110,2399,6,1,1
4901,1093,2,1,1
4339,2053,8,1,1
4017,4206,4,1,1
4387,2526,9,1,1
5147,1348,7,1,1
4959,1759,6,1,1
5339,1143,2,1,1
5284,1616,5,1,1
4066,1562,7,1,1
5830,2203,2,1,1
6089,2669,3,1,1
4299,2829,2,1,1
5959,2820,9,1,1
5468,1523,5,1,1
5883,1266,8,1,1
5414,1462,5,1,1
4011,3295,3,1,1
4690,2063,3,1,1
4831,2006,6,1,1
4478,3434,4,1,1
5824,3352,10,1,1
5812,991,10,1,1
5540,2086,5,1,1
5581,3531,6,1,1
5874,3109,4,1,1
4996,304,6,1,1
5025,1950,8,1,1
4864,2483,10,1,1
6175,2958,4,1,1
4800,3199,8,1,1
6053,2447,7,1,1
4401,563,8,1,1
5485,3188,7,1,1
6144,1751,4,1,1
5350,1710,8,1,1
5293,3537,3,1,1
5574,1089,5,1,1
5196,4046,10,1,1
4330,2021,8,1,1
4417,2844,10,1,1
5348,2099,4,1,1
5421,1551,8,1,1
5977,3153,10,1,1
4632,2114,9,1,1
4449,1986,7,1,1
5807,1150,8,1,1
6032,2537,5,1,1
4075,2127,10,1,1
5073,1542,8,1,1
5698,1726,7,1,1
4365,2114,7,1,1
5628,300,6,1,1
6172,2577,7,1,1
5656,3761,8,1,1
6177,1474,9,1,1
5268,1138,4,1,1
5578,3547,8,1,1
5713,1789,6,1,1
5648,2565,4,1,1
6198,1498,3,1,1
4154,2608,10,1,1
5214,3019,3,1,1
4753,1107,10,1,1
4434,2038,4,1,1
5560,882,5,1,1
4491,1781,10,1,1
4498,1799,9,1,1
4838,2169,2,1,1
4471,1452,8,1,1
4654,2845,9,1,1
4863,2226,2,1,1
4233,1459,2,1,1
4955,2047,10,1,1
5642,1746,9,1,1
5618,2552,4,1,1
4321,1685,10,1,1
5882,2361,10,1,1
5857,1396,7,1,1
4530,1342,4,1,1
5568,2141,3,1,1
5424,867,10,1,1
4358,1486,3,1,1
4703,2537,10,1,1
4085,2342,10,1,1
6058,3960,10,1,1
4568,2221,5,1,1
6124,918,5,1,1
4764,2104,9,1,1
4328,1387,4,1,1
5020,3045,3,1,1
5595,1055,7,1,1
4833,1942,6,1,1
6038,945,8,1,1
5157,2259,9,1,1
5094,2561,5,1,1
4692,2799,4,1,1
4241,2588,6,1,1
6040,1124,9,1,1
4939,2730,7,1,1
4031,2146,6,1,1
6031,2208,5,1,1
5320,3583,10,1,1
5097,1464,9,1,1
4071,2556,5,1,1
5265,1664,8,1,1
4914,1661,9,1,1
4106,2901,8,1,1
4196,1406,10,1,1
5975,2109,7,1,1
4839,2017,10,1,1
5380,741,10,1,1
4776,2357,5,1,1
4156,3180,6,1,1
5925,3080,2,1,1
5504,1004,10,1,1
6063,1912,4,1,1
4393,3091,4,1,1
6103,2198,10,1,1
4812,2593,3,1,1
4127,2257,4,1,1
5854,2310,10,1,1
5773,2593,8,1,1
4809,2295,3,1,1
4161,1209,6,1,1
5139,1927,6,1,1
4942,1758,6,1,1
5507,3347,7,1,1
4297,3234,7,1,1
4771,2112,3,1,1
6101,1464,10,1,1
5100,2641,3,1,1
4898,2398,8,1,1
4511,4122,10,1,1
4717,2925,8,1,1
4145,1661,6,1,1
5956,3475,10,1,1
4050,2896,2,1,1
5253,2926,8,1,1
5479,3170,5,1,1
4250,1801,3,1,1
5606,2449,4,1,1
5886,1508,7,1,1
6121,2364,3,1,1
5997,2675,9,1,1
4972,2539,8,1,1
4762,1362,6,1,1
5759,2281,10,1,1
5778,2954,10,1,1
5836,591,7,1,1
4597,1606,8,1,1
4259,2379,7,1,1
4962,2885,9,1,1
6134,1792,10,1,1
4719,1845,8,1,1
4296,1710,8,1,1
5178,2401,4,1,1
4997,2004,9,1,1
5536,3411,8,1,1
5319,1563,10,1,1
5767,2370,4,1,1
4104,2269,10,1,1
5676,2580,2,1,1
4659,2150,10,1,1
6174,1873,9,1,1
5514,3325,6,1,1
4479,1630,5,1,1
4381,2025,10,1,1
6192,1973,6,1,1
5740,1721,10,1,1
5257,2762,7,1,1
5612,214,5,1,1
4214,2885,10,1,1
5934,2980,5,1,1
5939,2230,4,1,1
4038,1749,3,1,1
4529,2145,4,1,1
4846,2317,9,1,1
4055,734,2,1,1
4224,2439,5,1,1
6150,2641,6,1,1
5165,2994,4,1,1
6142,796,9,1,1
5880,2318,4,1,1
6069,1400,6,1,1
4537,4021,10,1,1
5283,1938,10,1,1
4205,1041,5,1,1
5399,3451,6,1,1
4444,2548,10,1,1
5707,1951,3,1,1
4682,1098,4,1,1
5089,1862,8,1,1
4466,2863,7,1,1
5816,1547,4,1,1
4336,3273,3,1,1
4215,3618,8,1,1
5768,3233,7,1,1
4345,2518,4,1,1
4228,698,5,1,1
4902,3814,6,1,1
5341,1985,10,1,1
5470,2106,6,1,1
5590,1458,3,1,1
5329,1572,4,1,1
6197,1866,7,1,1
4227,2551,9,1,1
4129,2383,9,1,1
4951,2348,4,1,1
5435,3126,10,1,1
4335,1192,10,1,1
5810,2561,8,1,1
5122,3481,5,1,1
4535,2318,7,1,1
5051,3046,8,1,1
4934,2821,3,1,1
5463,2661,10,1,1
6132,2282,10,1,1
4944,1150,10,1,1
4036,1761,2,1,1
6200,3115,8,1,1
6044,2238,3,1,1
6015,2931,5,1,1
5431,1601,2,1,1
4435,3090,3,1,1
4177,1949,8,1,1
4651,2248,10,1,1
4906,3751,7,1,1
5737,2159,10,1,1
5783,2240,3,1,1
4225,2030,10,1,1
4459,3467,6,1,1
4619,3603,7,1,1
4782,989,7,1,1
4243,1644,10,1,1
4519,3377,5,1,1
6193,3455,9,1,1
4258,1745,7,1,1
5428,2057,2,1,1
4671,2266,10,1,1
4325,2093,10,1,1
5193,3423,2,1,1
4322,2629,4,1,1
4725,3289,10,1,1
5481,254,5,1,1
4134,2775,10,1,1
5447,3319,9,1,1
5526,1709,3,1,1
5982,1130,10,1,1
4371,2748,10,1,1
4451,2483,3,1,1
4467,2625,3,1,1
6078,2581,4,1,1
4338,3076,3,1,1
4378,1607,8,1,1
4929,1561,10,1,1
5743,2882,7,1,1
5071,1851,3,1,1
6179,2708,5,1,1
4363,2265,10,1,1
6191,3397,10,2,0
4679,2275,7,2,0
5605,2718,5,2,0
4517,2187,4,2,0
4394,2054,3,2,0
4853,2105,10,2,0
5649,1812,10,2,0
4139,2596,10,2,0
6111,2591,3,2,0
5617,1599,4,2,0
5430,2635,6,2,0
5822,2061,8,2,0
5378,1614,3,2,0
5152,2503,6,2,0
5104,3240,7,2,0
4735,1789,4,2,0
4820,2422,3,2,0
4315,877,7,2,0
4070,2018,7,2,0
5616,2727,11,2,0
6051,3403,6,2,0
4748,4195,10,2,0
4793,2808,3,2,0
5467,701,3,2,0
5623,3374,4,2,0
5931,2366,4,2,0
4601,3050,6,2,0
5432,2043,5,2,0
4298,2559,6,2,0
4819,3143,10,2,0
4757,2262,5,2,0
5750,2168,9,2,0
4828,2287,8,2,0
4716,1924,11,2,0
4583,1507,3,2,0
4647,2138,6,2,0
5904,2221,10,2,0
4994,2842,11,2,0
4084,1967,6,2,0
4551,3218,5,2,0
4709,1843,3,2,0
4206,4111,10,2,0
5945,3506,7,2,0
4351,2499,9,2,0
5335,2659,6,2,0
5385,3229,10,2,0
5171,1427,10,2,0
4562,2046,4,2,0
5620,2248,5,2,0
4049,1806,3,2,0
5286,1439,11,2,0
5923,2542,11,2,0
4344,2995,6,2,0
4257,1780,3,2,0
4835,1732,9,2,0
4642,3190,10,2,0
5493,3281,9,2,0
5916,1580,6,2,0
5601,2663,10,2,0
4151,2658,6,2,0
5132,2654,8,2,0
5775,2078,6,2,0
4925,2892,10,2,0
5889,1680,5,2,0
6003,3162,10,2,0
4773,2779,4,2,0
6114,2125,8,2,0
4136,2823,7,2,0
4718,1421,9,2,0
4163,2932,6,2,0
4646,2250,4,2,0
6157,2877,10,2,0
4487,1936,6,2,0
4710,2716,10,2,0
5107,839,9,2,0
5390,2462,10,2,0
4550,1109,11,2,0
4230,3261,7,2,0
5637,3215,4,2,0
4930,2977,10,2,0
5868,1066,5,2,0
5190,1171,4,2,0
4713,933,6,2,0
4555,2305,10,2,0
4607,1856,7,2,0
5917,2019,7,2,0
5720,2620,10,2,0
5189,3324,8,2,0
5312,2303,10,2,0
5330,3075,5,2,0
5111,2103,7,2,0
6131,2780,8,2,0
4686,3805,6,2,0
5003,1894,9,2,0
4185,2559,6,2,0
4428,1975,5,2,0
4441,2590,10,2,0
5848,3674,5,2,0
4738,2137,10,2,0
4346,2117,8,2,0
5709,2435,6,2,0
4913,3269,6,2,0
5446,1539,10,2,0
5044,1758,10,2,0
4311,1953,3,2,0
4674,2689,8,2,0
5978,2917,10,2,0
4734,2647,4,2,0
5796,2111,10,2,0
4652,2915,8,2,0
5036,2590,5,2,0
4777,2056,10,2,0
5645,1947,11,2,0
4396,2375,10,2,0
5110,2417,8,2,0
5636,2422,6,2,0
4729,2071,3,2,0
5503,2833,6,2,0
4366,2919,10,2,0
5260,1452,10,2,0
5345,3082,3,2,0
4064,2631,10,2,0
5748,2547,4,2,0
6066,3084,5,2,0
4992,3608,11,2,0
5551,2732,10,2,0
4410,2888,3,2,0
4057,1673,7,2,0
5172,1868,10,2,0
4186,3259,8,2,0
6194,1488,5,2,0
4380,1906,10,2,0
6077,3678,3,2,0
4645,1906,9,2,0
5225,1353,11,2,0
5788,3142,6,2,0
4454,2546,10,2,0
4587,2526,9,2,0
4146,2808,10,2,0
4547,1707,3,2,0
5391,3054,3,2,0
4195,2661,9,2,0
4908,3317,3,2,0
5354,2694,8,2,0
5173,3298,3,2,0
4775,3084,6,2,0
5028,2718,3,2,0
5012,2472,9,2,0
4872,3637,5,2,0
4638,1736,4,2,0
4704,1429,10,2,0
5328,1070,3,2,0
4018,2679,3,2,0
5168,1503,9,2,0
4307,2331,10,2,0
5639,4437,6,2,0
5580,1614,10,2,0
5137,3070,4,2,0
5384,2284,10,2,0
5896,3474,4,2,0
4194,567,5,2,0
4406,3192,3,2,0
6081,1850,5,2,0
4732,2391,7,2,0
5632,624,9,2,0
5800,3227,10,2,0
6195,977,8,2,0
4232,2140,8,2,0
4128,2951,5,2,0
4395,3598,7,2,0
4917,2731,11,2,0
6180,698,5,2,0
5730,2367,7,2,0
6151,3780,9,2,0
4982,2590,4,2,0
5352,2597,10,2,0
4301,3487,3,2,0
4611,2649,6,2,0
5187,2920,5,2,0
4279,3459,7,2,0
5125,2289,9,2,0
4320,2140,3,2,0
4178,828,11,2,0
5113,2125,3,2,0
5336,2013,9,2,0
4605,2718,6,2,0
5633,1816,4,2,0
4576,1715,5,2,0
5678,2054,8,2,0
5033,1435,5,2,0
5970,1248,10,2,0
4457,3017,11,2,0
5049,3351,7,2,0
4304,528,9,2,0
4115,2388,10,2,0
5964,3399,10,2,0
5019,2391,11,2,0
5030,3083,10,2,0
5952,3347,4,2,0
5563,1177,3,2,0
4397,1294,10,2,0
4309,3439,11,2,0
5456,1059,4,2,0
5004,2287,3,2,0
4512,1401,5,2,0
5010,1241,4,2,0
5877,3034,11,2,0
6096,2499,5,2,0
5752,2216,10,2,0
4644,3651,6,2,0
5593,2662,11,2,0
5660,2461,5,2,0
4552,2135,8,2,0
5363,671,5,2,0
4113,1724,9,2,0
4736,3019,9,2,0
4949,2127,5,2,0
5541,3305,9,2,0
4849,2620,11,2,0
4981,2558,9,2,0
5711,2240,6,2,0
5512,2281,8,2,0
4191,2866,11,2,0
5018,1381,8,2,0
5985,1828,6,2,0
4079,2043,5,2,0
5611,2457,7,2,0
5826,1891,10,2,0
5393,3171,9,2,0
4204,3399,7,2,0
5933,3079,5,2,0
5532,3182,10,2,0
4489,1436,6,2,0
6170,2801,7,2,0
4969,3224,6,2,0
4970,2218,3,2,0
5353,2441,6,2,0
5452,1105,6,2,0
5386,1388,8,2,0
5900,2869,7,2,0
4564,2070,8,2,0
4778,3026,4,2,0
6072,1916,4,2,0
5960,1731,7,2,0
6122,3746,7,2,0
4409,3186,3,2,0
5337,4569,10,2,0
5792,1856,7,2,0
4289,1806,10,2,0
4726,2777,8,2,0
5892,2399,6,2,0
5290,1427,10,2,0
5736,2157,9,2,0
4804,3144,4,2,0
5448,3731,4,2,0
5533,2482,4,2,0
4337,2537,5,2,0
6087,2024,7,2,0
4514,2700,7,2,0
4628,1984,7,2,0
4060,1716,5,2,0
5138,1568,8,2,0
6029,2494,10,2,0
5289,3124,6,2,0
4246,2436,11,2,0
5719,2792,5,2,0
4132,1950,8,2,0
5876,2945,10,2,0
5258,2169,6,2,0
5918,1422,6,2,0
4469,1808,9,2,0
6178,3966,10,2,0
5815,2183,5,2,0
5063,1355,11,2,0
4054,1853,4,2,0
6116,3150,10,2,0
4544,89,8,2,0
4739,2351,3,2,0
5261,2991,10,2,0
4706,1767,7,2,0
4026,1897,3,2,0
5246,1519,11,2,0
4137,2689,4,2,0
4198,1735,5,2,0
5666,2389,10,2,0
4220,2419,9,2,0
4264,1608,9,2,0
5802,2724,9,2,0
5407,3297,4,2,0
6163,3143,11,2,0
4277,2336,6,2,0
4131,2539,11,2,0
4477,1945,9,2,0
4672,1981,8,2,0
6002,1906,7,2,0
5909,1225,8,2,0
4008,2313,10,2,0
4571,2744,10,2,0
5525,2197,5,2,0
4361,2809,5,2,0
5356,2593,10,2,0
4069,1581,10,2,0
4636,2463,8,2,0
5814,2463,3,2,0
5307,1372,9,2,0
6158,2383,11,2,0
4408,2934,10,2,0
4089,2778,6,2,0
4062,2961,11,2,0
4237,3165,3,2,0
5589,2229,10,2,0
4741,2648,9,2,0
6161,1934,5,2,0
5207,1243,5,2,0
4334,2764,8,2,0
5239,2615,9,2,0
4374,1937,9,2,0
4211,1922,3,2,0
4120,1516,5,2,0
4235,2279,8,2,0
4580,2003,7,2,0
4948,3391,11,2,0
5460,1596,7,2,0
5790,1921,6,2,0
5035,1917,8,2,0
4494,1105,3,2,0
5521,1196,5,2,0
5726,3054,11,2,0
6065,1964,11,2,0
4273,2486,6,2,0
5251,1243,6,2,0
4101,1668,9,2,0
4676,1892,5,2,0
5226,3118,7,2,0
4014,3227,7,2,0
4019,518,7,2,0
5599,3649,10,2,0
4100,2461,9,2,0
5333,2960,6,2,0
5963,2588,4,2,0
6095,2560,5,2,0
4539,1213,10,2,0
5722,2011,9,2,0
5119,1915,3,2,0
4262,1437,10,2,0
4181,2169,11,2,0
4824,1268,8,2,0
4217,2812,10,2,0
5276,2994,9,2,0
5724,1812,6,2,0
6083,3606,9,2,0
5613,1544,7,2,0
6017,866,5,2,0
6108,1835,6,2,0
5994,2527,10,2,0
4548,2162,4,2,0
4147,2727,6,2,0
4221,3921,3,2,0
6075,2229,9,2,0
4733,1706,10,2,0
5083,1697,6,2,0
5594,2154,7,2,0
4722,3113,9,2,0
4880,2239,3,2,0
4238,3265,10,2,0
4542,2430,6,2,0
4614,2355,5,2,0
5453,3003,10,2,0
5884,2560,7,2,0
5282,3491,10,2,0
5154,3011,3,2,0
5433,2630,11,2,0
4655,2368,9,2,0
5242,3050,11,2,0
4881,1389,3,2,0
4947,2867,4,2,0
4508,1193,7,2,0
4878,2963,9,2,0
5537,1225,8,2,0
4670,2941,4,2,0
5515,2373,5,2,0
4068,1164,4,2,0
5201,2942,3,2,0
4141,1866,8,2,0
5007,1885,10,2,0
5144,2051,6,2,0
5150,1920,10,2,0
4124,1853,9,2,0
5222,1381,4,2,0
4680,1386,4,2,1
5136,1414,3,2,1
5088,2098,3,2,1
4968,2402,11,2,1
5219,1425,7,2,1
4808,2226,10,2,1
4281,2934,11,2,1
6160,1765,10,2,1
4021,2156,9,2,1
4172,2666,5,2,1
4669,2530,5,2,1
6173,1710,9,2,1
6016,2182,3,2,1
5005,1847,5,2,1
5444,698,5,2,1
5249,1863,10,2,1
4625,2668,7,2,1
4788,1357,4,2,1
6006,1400,3,2,1
4567,2558,4,2,1
5117,3457,7,2,1
4859,2161,10,2,1
4189,2579,9,2,1
5124,3185,10,2,1
4364,1028,7,2,1
5017,2592,10,2,1
5096,2766,10,2,1
4643,2215,8,2,1
4456,3295,7,2,1
4681,2262,8,2,1
5473,1375,11,2,1
5217,2450,11,2,1
5668,1549,5,2,1
4143,1151,11,2,1
5416,1719,6,2,1
5382,2496,7,2,1
4874,3638,8,2,1
5509,3214,10,2,1
5245,3069,8,2,1
5940,2577,10,2,1
5920,1717,8,2,1
5817,2548,5,2,1
